figure	project	biological	genotype	treatment	technical	plant_no	genotype_treatment	genotype_treatment_biological	FW
R5sup1	D1	bio1	cyp79	FO	1	4	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	2	1	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	2	2	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	2	3	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	2	4	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	3	1	cyp79_FO	cyp79_FO_bio1	0
R5sup1	D1	bio1	cyp79	FO	3	2	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	3	3	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	3	4	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	4	1	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	4	2	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	4	3	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	4	4	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	5	1	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	5	2	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	5	3	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	5	4	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	6	1	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	6	2	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	6	3	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	6	4	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio2	WT	BFO	1	1	WT_BFO	WT_BFO_bio2	0.025
R5sup1	D1	bio2	WT	BFO	1	2	WT_BFO	WT_BFO_bio2	0.0279
R5sup1	D1	bio2	WT	BFO	1	3	WT_BFO	WT_BFO_bio2	0.023
R5sup1	D1	bio2	WT	BFO	1	4	WT_BFO	WT_BFO_bio2	0.0103
R5sup1	D1	bio2	WT	BFO	2	1	WT_BFO	WT_BFO_bio2	0.016
R5sup1	D1	bio2	WT	BFO	2	2	WT_BFO	WT_BFO_bio2	0.0446
R5sup1	D1	bio2	WT	BFO	2	3	WT_BFO	WT_BFO_bio2	0.0123
R5sup1	D1	bio2	WT	BFO	2	4	WT_BFO	WT_BFO_bio2	0.0347
R5sup1	D1	bio2	WT	BFO	3	1	WT_BFO	WT_BFO_bio2	0.0207
R5sup1	D1	bio2	WT	BFO	3	2	WT_BFO	WT_BFO_bio2	0.0267
R5sup1	D1	bio2	WT	BFO	3	3	WT_BFO	WT_BFO_bio2	0.0043
R5sup1	D1	bio2	WT	BFO	3	4	WT_BFO	WT_BFO_bio2	0.0307
R5sup1	D1	bio2	WT	BFO	4	1	WT_BFO	WT_BFO_bio2	0.0607
R5sup1	D1	bio2	WT	BFO	4	2	WT_BFO	WT_BFO_bio2	0.0781
R5sup1	D1	bio2	WT	BFO	4	3	WT_BFO	WT_BFO_bio2	0.0378
R5sup1	D1	bio2	WT	BFO	4	4	WT_BFO	WT_BFO_bio2	0.0085
R5sup1	D1	bio2	WT	BFO	5	1	WT_BFO	WT_BFO_bio2	0.0421
R5sup1	D1	bio2	WT	BFO	5	2	WT_BFO	WT_BFO_bio2	0.0976
R5sup1	D1	bio2	WT	BFO	5	3	WT_BFO	WT_BFO_bio2	0.0351
R5sup1	D1	bio2	WT	BFO	5	4	WT_BFO	WT_BFO_bio2	0.0286
R5sup1	D1	bio2	WT	BFO	6	1	WT_BFO	WT_BFO_bio2	0.0325
R5sup1	D1	bio2	WT	BFO	6	2	WT_BFO	WT_BFO_bio2	0.0446
R5sup1	D1	bio2	WT	BFO	6	3	WT_BFO	WT_BFO_bio2	0.0659
R5sup1	D1	bio2	WT	BFO	6	4	WT_BFO	WT_BFO_bio2	0.0119
R5sup1	D1	bio2	WT	B	1	1	WT_B	WT_B_bio2	0.0214
R5sup1	D1	bio2	WT	B	1	2	WT_B	WT_B_bio2	0.0394
R5sup1	D1	bio2	WT	B	1	3	WT_B	WT_B_bio2	0.0338
R5sup1	D1	bio2	WT	B	1	4	WT_B	WT_B_bio2	0.036
R5sup1	D1	bio2	WT	B	2	1	WT_B	WT_B_bio2	0.0164
R5sup1	D1	bio2	WT	B	2	2	WT_B	WT_B_bio2	0.0121
R5sup1	D1	bio2	WT	B	2	3	WT_B	WT_B_bio2	0.0257
R5sup1	D1	bio2	WT	B	2	4	WT_B	WT_B_bio2	0.0096
R5sup1	D1	bio2	WT	B	3	1	WT_B	WT_B_bio2	0.0244
R5sup1	D1	bio2	WT	B	3	2	WT_B	WT_B_bio2	0.0304
R5sup1	D1	bio2	WT	B	3	3	WT_B	WT_B_bio2	0.0132
R5sup1	D1	bio2	WT	B	3	4	WT_B	WT_B_bio2	0.0195
R5sup1	D1	bio2	WT	B	4	1	WT_B	WT_B_bio2	0.0109
R5sup1	D1	bio2	WT	B	4	2	WT_B	WT_B_bio2	0.0246
R5sup1	D1	bio2	WT	B	4	3	WT_B	WT_B_bio2	0.0213
R5sup1	D1	bio2	WT	B	4	4	WT_B	WT_B_bio2	0.0392
R5sup1	D1	bio2	WT	B	5	1	WT_B	WT_B_bio2	0.0248
R5sup1	D1	bio2	WT	B	5	2	WT_B	WT_B_bio2	0.0519
R5sup1	D1	bio2	WT	B	5	3	WT_B	WT_B_bio2	0.0303
R5sup1	D1	bio2	WT	B	5	4	WT_B	WT_B_bio2	0.022
R5sup1	D1	bio2	WT	B	6	1	WT_B	WT_B_bio2	0.0155
R5sup1	D1	bio2	WT	B	6	2	WT_B	WT_B_bio2	0.0104
R5sup1	D1	bio2	WT	B	6	3	WT_B	WT_B_bio2	0.0047
R5sup1	D1	bio2	WT	B	6	4	WT_B	WT_B_bio2	
R5sup1	D1	bio2	WT	F	1	1	WT_F	WT_F_bio2	0.0631
R5sup1	D1	bio2	WT	F	1	2	WT_F	WT_F_bio2	0.0408
R5sup1	D1	bio2	WT	F	1	3	WT_F	WT_F_bio2	0.0247
R5sup1	D1	bio2	WT	F	1	4	WT_F	WT_F_bio2	0.0041
R5sup1	D1	bio2	WT	F	2	1	WT_F	WT_F_bio2	0.0431
R5sup1	D1	bio2	WT	F	2	2	WT_F	WT_F_bio2	0.0317
R5sup1	D1	bio2	WT	F	2	3	WT_F	WT_F_bio2	0.0081
R5sup1	D1	bio2	WT	F	2	4	WT_F	WT_F_bio2	0.0284
R5sup1	D1	bio2	WT	F	3	1	WT_F	WT_F_bio2	0.0446
R5sup1	D1	bio2	WT	F	3	2	WT_F	WT_F_bio2	0.0601
R5sup1	D1	bio2	WT	F	3	3	WT_F	WT_F_bio2	0.0113
R5sup1	D1	bio2	WT	F	3	4	WT_F	WT_F_bio2	0.0144
R5sup1	D1	bio2	WT	F	4	1	WT_F	WT_F_bio2	
R5sup1	D1	bio2	WT	F	4	2	WT_F	WT_F_bio2	
R5sup1	D1	bio2	WT	F	4	3	WT_F	WT_F_bio2	
R5sup1	D1	bio2	WT	F	4	4	WT_F	WT_F_bio2	
R5sup1	D1	bio2	WT	F	5	1	WT_F	WT_F_bio2	0.0322
R5sup1	D1	bio2	WT	F	5	2	WT_F	WT_F_bio2	0.0341
R5sup1	D1	bio2	WT	F	5	3	WT_F	WT_F_bio2	0.0071
R5sup1	D1	bio2	WT	F	5	4	WT_F	WT_F_bio2	0.0041
R5sup1	D1	bio2	WT	F	6	1	WT_F	WT_F_bio2	0.0343
R5sup1	D1	bio2	WT	F	6	2	WT_F	WT_F_bio2	
R5sup1	D1	bio2	WT	F	6	3	WT_F	WT_F_bio2	
R5sup1	D1	bio2	WT	F	6	4	WT_F	WT_F_bio2	
R5sup1	D1	bio2	WT	O	1	1	WT_O	WT_O_bio2	0.0271
R5sup1	D1	bio2	WT	O	1	2	WT_O	WT_O_bio2	0.01
R5sup1	D1	bio2	WT	O	1	3	WT_O	WT_O_bio2	0.0021
R5sup1	D1	bio2	WT	O	1	4	WT_O	WT_O_bio2	
R5sup1	D1	bio2	WT	O	2	1	WT_O	WT_O_bio2	0.0098
R5sup1	D1	bio2	WT	O	2	2	WT_O	WT_O_bio2	0.056
R5sup1	D1	bio2	WT	O	2	3	WT_O	WT_O_bio2	0.0183
R5sup1	D1	bio2	WT	O	2	4	WT_O	WT_O_bio2	
R5sup1	D1	bio2	WT	O	3	1	WT_O	WT_O_bio2	0.039
R5sup1	D1	bio2	WT	O	3	2	WT_O	WT_O_bio2	0.0658
R5sup1	D1	bio2	WT	O	3	3	WT_O	WT_O_bio2	0.0279
R5sup1	D1	bio2	WT	O	3	4	WT_O	WT_O_bio2	0.0107
R5sup1	D1	bio2	WT	O	4	1	WT_O	WT_O_bio2	0.0038
R5sup1	D1	bio2	WT	O	4	2	WT_O	WT_O_bio2	0.0009
R5sup1	D1	bio2	WT	O	4	3	WT_O	WT_O_bio2	0.0021
R5sup1	D1	bio2	WT	O	4	4	WT_O	WT_O_bio2	
R5sup1	D1	bio2	WT	O	5	1	WT_O	WT_O_bio2	0.0111
R5sup1	D1	bio2	WT	O	5	2	WT_O	WT_O_bio2	0.0238
R5sup1	D1	bio2	WT	O	5	3	WT_O	WT_O_bio2	0.0255
R5sup1	D1	bio2	WT	O	5	4	WT_O	WT_O_bio2	0.0323
R5sup1	D1	bio2	WT	O	6	1	WT_O	WT_O_bio2	0.0396
R5sup1	D1	bio2	WT	O	6	2	WT_O	WT_O_bio2	0.0155
R5sup1	D1	bio2	WT	O	6	3	WT_O	WT_O_bio2	0.0083
R5sup1	D1	bio2	WT	O	6	4	WT_O	WT_O_bio2	0.0705
R5sup1	D1	bio2	WT	BF	1	1	WT_BF	WT_BF_bio2	0.0575
R5sup1	D1	bio2	WT	BF	1	2	WT_BF	WT_BF_bio2	0.046
R5sup1	D1	bio2	WT	BF	1	3	WT_BF	WT_BF_bio2	0.0286
R5sup1	D1	bio2	WT	BF	1	4	WT_BF	WT_BF_bio2	0.009
R5sup1	D1	bio2	WT	BF	2	1	WT_BF	WT_BF_bio2	0.035
R5sup1	D1	bio2	WT	BF	2	2	WT_BF	WT_BF_bio2	0.0262
R5sup1	D1	bio2	WT	BF	2	3	WT_BF	WT_BF_bio2	0.0409
R5sup1	D1	bio2	WT	BF	2	4	WT_BF	WT_BF_bio2	0.0253
R5sup1	D1	bio2	WT	BF	3	1	WT_BF	WT_BF_bio2	0.049
R5sup1	D1	bio2	WT	BF	3	2	WT_BF	WT_BF_bio2	0.0452
R5sup1	D1	bio2	WT	BF	3	3	WT_BF	WT_BF_bio2	0.0167
R5sup1	D1	bio2	WT	BF	3	4	WT_BF	WT_BF_bio2	0.0449
R5sup1	D1	bio2	WT	BF	4	1	WT_BF	WT_BF_bio2	0.0404
R5sup1	D1	bio2	WT	BF	4	2	WT_BF	WT_BF_bio2	0.0202
R5sup1	D1	bio2	WT	BF	4	3	WT_BF	WT_BF_bio2	0.0138
R5sup1	D1	bio2	WT	BF	4	4	WT_BF	WT_BF_bio2	0.0333
R5sup1	D1	bio2	WT	BF	5	1	WT_BF	WT_BF_bio2	0.0231
R5sup1	D1	bio2	WT	BF	5	2	WT_BF	WT_BF_bio2	0.1138
R5sup1	D1	bio2	WT	BF	5	3	WT_BF	WT_BF_bio2	0.0339
R5sup1	D1	bio2	WT	BF	5	4	WT_BF	WT_BF_bio2	0.0107
R5sup1	D1	bio2	WT	BF	6	1	WT_BF	WT_BF_bio2	0.0129
R5sup1	D1	bio2	WT	BF	6	2	WT_BF	WT_BF_bio2	0.0277
R5sup1	D1	bio2	WT	BF	6	3	WT_BF	WT_BF_bio2	0.0153
R5sup1	D1	bio2	WT	BF	6	4	WT_BF	WT_BF_bio2	
R5sup1	D1	bio2	WT	BO	1	1	WT_BO	WT_BO_bio2	0.0288
R5sup1	D1	bio2	WT	BO	1	2	WT_BO	WT_BO_bio2	0.0372
R5sup1	D1	bio2	WT	BO	1	3	WT_BO	WT_BO_bio2	0.042
R5sup1	D1	bio2	WT	BO	1	4	WT_BO	WT_BO_bio2	0.0339
R5sup1	D1	bio2	WT	BO	2	1	WT_BO	WT_BO_bio2	0.0509
R5sup1	D1	bio2	WT	BO	2	2	WT_BO	WT_BO_bio2	0.0168
R5sup1	D1	bio2	WT	BO	2	3	WT_BO	WT_BO_bio2	0.0138
R5sup1	D1	bio2	WT	BO	2	4	WT_BO	WT_BO_bio2	0.0255
R5sup1	D1	bio2	WT	BO	3	1	WT_BO	WT_BO_bio2	0.0582
R5sup1	D1	bio2	WT	BO	3	2	WT_BO	WT_BO_bio2	0.0394
R5sup1	D1	bio2	WT	BO	3	3	WT_BO	WT_BO_bio2	0.0297
R5sup1	D1	bio2	WT	BO	3	4	WT_BO	WT_BO_bio2	0.0226
R5sup1	D1	bio2	WT	BO	4	1	WT_BO	WT_BO_bio2	0.0571
R5sup1	D1	bio2	WT	BO	4	2	WT_BO	WT_BO_bio2	0.0324
R5sup1	D1	bio2	WT	BO	4	3	WT_BO	WT_BO_bio2	0.0043
R5sup1	D1	bio2	WT	BO	4	4	WT_BO	WT_BO_bio2	0.0064
R5sup1	D1	bio2	WT	BO	5	1	WT_BO	WT_BO_bio2	0.0407
R5sup1	D1	bio2	WT	BO	5	2	WT_BO	WT_BO_bio2	0.0187
R5sup1	D1	bio2	WT	BO	5	3	WT_BO	WT_BO_bio2	0.061
R5sup1	D1	bio2	WT	BO	5	4	WT_BO	WT_BO_bio2	0.0098
R5sup1	D1	bio2	WT	BO	6	1	WT_BO	WT_BO_bio2	0.0156
R5sup1	D1	bio2	WT	BO	6	2	WT_BO	WT_BO_bio2	0.0353
R5sup1	D1	bio2	WT	BO	6	3	WT_BO	WT_BO_bio2	0.0043
R5sup1	D1	bio2	WT	BO	6	4	WT_BO	WT_BO_bio2	0.009
R5sup1	D1	bio2	WT	FO	1	1	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	1	2	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	1	3	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	1	4	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	2	1	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	2	2	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	2	3	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	2	4	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	3	1	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	3	2	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	3	3	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	3	4	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	4	1	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	4	2	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	4	3	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	4	4	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	5	1	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	5	2	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	5	3	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	5	4	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	6	1	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	6	2	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	6	3	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	WT	FO	6	4	WT_FO	WT_FO_bio2	
R5sup1	D1	bio2	cyp79	BFO	1	1	cyp79_BFO	cyp79_BFO_bio2	0.0361
R5sup1	D1	bio2	cyp79	BFO	1	2	cyp79_BFO	cyp79_BFO_bio2	0.0146
R5sup1	D1	bio2	cyp79	BFO	1	3	cyp79_BFO	cyp79_BFO_bio2	0.0127
R5sup1	D1	bio2	cyp79	BFO	1	4	cyp79_BFO	cyp79_BFO_bio2	0.0085
R5sup1	D1	bio2	cyp79	BFO	2	1	cyp79_BFO	cyp79_BFO_bio2	0.0209
R5sup1	D1	bio2	cyp79	BFO	2	2	cyp79_BFO	cyp79_BFO_bio2	0.0118
R5sup1	D1	bio2	cyp79	BFO	2	3	cyp79_BFO	cyp79_BFO_bio2	0.0059
R5sup1	D1	bio2	cyp79	BFO	2	4	cyp79_BFO	cyp79_BFO_bio2	0.0055
R5sup1	D1	bio2	cyp79	BFO	3	1	cyp79_BFO	cyp79_BFO_bio2	0.0144
R5sup1	D1	bio2	cyp79	BFO	3	2	cyp79_BFO	cyp79_BFO_bio2	0.0106
R5sup1	D1	bio2	cyp79	BFO	3	3	cyp79_BFO	cyp79_BFO_bio2	0.0083
R5sup1	D1	bio2	cyp79	BFO	3	4	cyp79_BFO	cyp79_BFO_bio2	0.0023
