experiment	biological	microbes	genotype	technical	plant_nr	genotype_microbes	genotype_microbes_graph	FW
A4	bio1	no	lyk5	tech4	1	lyk5_no_2	lyk5_no	0.0103
A4	bio1	no	lyk5	tech4	2	lyk5_no_2	lyk5_no	0.0264
A4	bio1	no	lyk5	tech4	3	lyk5_no_2	lyk5_no	0.0228
A4	bio1	no	lyk5	tech4	4	lyk5_no_2	lyk5_no	
A4	bio1	no	lyk5	tech5	1	lyk5_no_2	lyk5_no	0.0354
A4	bio1	no	lyk5	tech5	2	lyk5_no_2	lyk5_no	0.0163
A4	bio1	no	lyk5	tech5	3	lyk5_no_2	lyk5_no	0.0195
A4	bio1	no	lyk5	tech5	4	lyk5_no_2	lyk5_no	0.0209
A4	bio1	no	lyk5	tech6	1	lyk5_no_2	lyk5_no	0.0296
A4	bio1	no	lyk5	tech6	2	lyk5_no_2	lyk5_no	0.0478
A4	bio1	no	lyk5	tech6	3	lyk5_no_2	lyk5_no	0.0236
A4	bio1	no	lyk5	tech6	4	lyk5_no_2	lyk5_no	0.0449
A4	bio1	no	cyp79	tech1	1	cyp79_no_2	fcyp79b2b3_no	0.0351
A4	bio1	no	cyp79	tech1	2	cyp79_no_2	fcyp79b2b3_no	0.0314
A4	bio1	no	cyp79	tech1	3	cyp79_no_2	fcyp79b2b3_no	0.0324
A4	bio1	no	cyp79	tech1	4	cyp79_no_2	fcyp79b2b3_no	0.0289
A4	bio1	no	cyp79	tech2	1	cyp79_no_2	fcyp79b2b3_no	0.0364
A4	bio1	no	cyp79	tech2	2	cyp79_no_2	fcyp79b2b3_no	0.0151
A4	bio1	no	cyp79	tech2	3	cyp79_no_2	fcyp79b2b3_no	0.0261
A4	bio1	no	cyp79	tech2	4	cyp79_no_2	fcyp79b2b3_no	0.0266
A4	bio1	no	cyp79	tech3	1	cyp79_no_2	fcyp79b2b3_no	0.0283
A4	bio1	no	cyp79	tech3	2	cyp79_no_2	fcyp79b2b3_no	0.0324
A4	bio1	no	cyp79	tech3	3	cyp79_no_2	fcyp79b2b3_no	0.0183
A4	bio1	no	cyp79	tech3	4	cyp79_no_2	fcyp79b2b3_no	0.0238
A4	bio1	no	cyp79	tech4	1	cyp79_no_2	fcyp79b2b3_no	0.0308
A4	bio1	no	cyp79	tech4	2	cyp79_no_2	fcyp79b2b3_no	0.0431
A4	bio1	no	cyp79	tech4	3	cyp79_no_2	fcyp79b2b3_no	
A4	bio1	no	cyp79	tech4	4	cyp79_no_2	fcyp79b2b3_no	0.0285
A4	bio1	no	cyp79	tech5	1	cyp79_no_2	fcyp79b2b3_no	0.0181
A4	bio1	no	cyp79	tech5	2	cyp79_no_2	fcyp79b2b3_no	0.013
A4	bio1	no	cyp79	tech5	3	cyp79_no_2	fcyp79b2b3_no	0.0269
A4	bio1	no	cyp79	tech5	4	cyp79_no_2	fcyp79b2b3_no	0.0206
A4	bio1	no	cyp79	tech6	1	cyp79_no_2	fcyp79b2b3_no	0.0432
A4	bio1	no	cyp79	tech6	2	cyp79_no_2	fcyp79b2b3_no	0.0335
A4	bio1	no	cyp79	tech6	3	cyp79_no_2	fcyp79b2b3_no	0.0413
A4	bio1	no	cyp79	tech6	4	cyp79_no_2	fcyp79b2b3_no	0.0189
A4	bio1	no	wrky33	tech1	1	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech1	2	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech1	3	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech1	4	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech2	1	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech2	2	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech2	3	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech2	4	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech3	1	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech3	2	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech3	3	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech3	4	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech4	1	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech4	2	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech4	3	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech4	4	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech5	1	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech5	2	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech5	3	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech5	4	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech6	1	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech6	2	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech6	3	wrky33_no_2	wrky33_no	
A4	bio1	no	wrky33	tech6	4	wrky33_no_2	wrky33_no	
A4	bio1	no	apex1	tech1	1	apex1_no_2	mapex1_no	0.0203
A4	bio1	no	apex1	tech1	2	apex1_no_2	mapex1_no	0.0303
A4	bio1	no	apex1	tech1	3	apex1_no_2	mapex1_no	0.0213
A4	bio1	no	apex1	tech1	4	apex1_no_2	mapex1_no	0.0226
A4	bio1	no	apex1	tech2	1	apex1_no_2	mapex1_no	0.0356
A4	bio1	no	apex1	tech2	2	apex1_no_2	mapex1_no	0.0297
A4	bio1	no	apex1	tech2	3	apex1_no_2	mapex1_no	0.0173
A4	bio1	no	apex1	tech2	4	apex1_no_2	mapex1_no	0.0179
A4	bio1	no	apex1	tech3	1	apex1_no_2	mapex1_no	0.0188
A4	bio1	no	apex1	tech3	2	apex1_no_2	mapex1_no	0.0264
A4	bio1	no	apex1	tech3	3	apex1_no_2	mapex1_no	0.0209
A4	bio1	no	apex1	tech3	4	apex1_no_2	mapex1_no	0.0251
A4	bio1	no	apex1	tech4	1	apex1_no_2	mapex1_no	0.0243
A4	bio1	no	apex1	tech4	2	apex1_no_2	mapex1_no	0.0251
A4	bio1	no	apex1	tech4	3	apex1_no_2	mapex1_no	0.031
A4	bio1	no	apex1	tech4	4	apex1_no_2	mapex1_no	0.0216
A4	bio1	no	apex1	tech5	1	apex1_no_2	mapex1_no	0.026
A4	bio1	no	apex1	tech5	2	apex1_no_2	mapex1_no	0.0208
A4	bio1	no	apex1	tech5	3	apex1_no_2	mapex1_no	0.0194
A4	bio1	no	apex1	tech5	4	apex1_no_2	mapex1_no	0.0315
A4	bio1	no	apex1	tech6	1	apex1_no_2	mapex1_no	0.0419
A4	bio1	no	apex1	tech6	2	apex1_no_2	mapex1_no	0.0378
A4	bio1	no	apex1	tech6	3	apex1_no_2	mapex1_no	0.02
A4	bio1	no	apex1	tech6	4	apex1_no_2	mapex1_no	0.0221
A4	bio1	no	apex2	tech1	1	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech1	2	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech1	3	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech1	4	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech2	1	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech2	2	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech2	3	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech2	4	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech3	1	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech3	2	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech3	3	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech3	4	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech4	1	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech4	2	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech4	3	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech4	4	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech5	1	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech5	2	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech5	3	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech5	4	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech6	1	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech6	2	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech6	3	apex2_no_2	napex2_no	
A4	bio1	no	apex2	tech6	4	apex2_no_2	napex2_no	
A4	bio1	no	apex3	tech1	1	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech1	2	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech1	3	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech1	4	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech2	1	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech2	2	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech2	3	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech2	4	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech3	1	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech3	2	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech3	3	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech3	4	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech4	1	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech4	2	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech4	3	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech4	4	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech5	1	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech5	2	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech5	3	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech5	4	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech6	1	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech6	2	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech6	3	apex3_no_2	oapex3_no	
A4	bio1	no	apex3	tech6	4	apex3_no_2	oapex3_no	
A4	bio1	no	bbc	tech1	1	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech1	2	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech1	3	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech1	4	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech2	1	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech2	2	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech2	3	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech2	4	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech3	1	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech3	2	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech3	3	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech3	4	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech4	1	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech4	2	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech4	3	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech4	4	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech5	1	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech5	2	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech5	3	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech5	4	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech6	1	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech6	2	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech6	3	bbc_no_2	bbc_no	
A4	bio1	no	bbc	tech6	4	bbc_no_2	bbc_no	
A4	bio1	no	35SBRI	tech1	1	35SBRI_no_2	l35SBRI_no	0.0317
A4	bio1	no	35SBRI	tech1	2	35SBRI_no_2	l35SBRI_no	0.0451
A4	bio1	no	35SBRI	tech1	3	35SBRI_no_2	l35SBRI_no	0.0409
A4	bio1	no	35SBRI	tech1	4	35SBRI_no_2	l35SBRI_no	0.0428
A4	bio1	no	35SBRI	tech2	1	35SBRI_no_2	l35SBRI_no	0.0242
A4	bio1	no	35SBRI	tech2	2	35SBRI_no_2	l35SBRI_no	0.0165
A4	bio1	no	35SBRI	tech2	3	35SBRI_no_2	l35SBRI_no	0.0257
A4	bio1	no	35SBRI	tech2	4	35SBRI_no_2	l35SBRI_no	0.0172
A4	bio1	no	35SBRI	tech3	1	35SBRI_no_2	l35SBRI_no	0.0301
A4	bio1	no	35SBRI	tech3	2	35SBRI_no_2	l35SBRI_no	0.0226
A4	bio1	no	35SBRI	tech3	3	35SBRI_no_2	l35SBRI_no	0.0262
A4	bio1	no	35SBRI	tech3	4	35SBRI_no_2	l35SBRI_no	0.0297
A4	bio1	no	35SBRI	tech4	1	35SBRI_no_2	l35SBRI_no	0.0309
A4	bio1	no	35SBRI	tech4	2	35SBRI_no_2	l35SBRI_no	0.0279
A4	bio1	no	35SBRI	tech4	3	35SBRI_no_2	l35SBRI_no	0.0263
A4	bio1	no	35SBRI	tech4	4	35SBRI_no_2	l35SBRI_no	0.017
A4	bio1	no	35SBRI	tech5	1	35SBRI_no_2	l35SBRI_no	0.0358
A4	bio1	no	35SBRI	tech5	2	35SBRI_no_2	l35SBRI_no	0.049
A4	bio1	no	35SBRI	tech5	3	35SBRI_no_2	l35SBRI_no	0.036
A4	bio1	no	35SBRI	tech5	4	35SBRI_no_2	l35SBRI_no	
A4	bio1	no	35SBRI	tech6	1	35SBRI_no_2	l35SBRI_no	0.0208
A4	bio1	no	35SBRI	tech6	2	35SBRI_no_2	l35SBRI_no	0.02
A4	bio1	no	35SBRI	tech6	3	35SBRI_no_2	l35SBRI_no	0.0233
A4	bio1	no	35SBRI	tech6	4	35SBRI_no_2	l35SBRI_no	0.037
A4	bio2	BF	1aWT	tech1	1	1aWT_BF_2	a1aWT_BF	0.0433
A4	bio2	BF	1aWT	tech1	2	1aWT_BF_2	a1aWT_BF	0.02
A4	bio2	BF	1aWT	tech1	3	1aWT_BF_2	a1aWT_BF	0.0861
A4	bio2	BF	1aWT	tech1	4	1aWT_BF_2	a1aWT_BF	0.0324
A4	bio2	BF	1aWT	tech2	1	1aWT_BF_2	a1aWT_BF	0.1175
A4	bio2	BF	1aWT	tech2	2	1aWT_BF_2	a1aWT_BF	0.0302
A4	bio2	BF	1aWT	tech2	3	1aWT_BF_2	a1aWT_BF	0.0245
A4	bio2	BF	1aWT	tech2	4	1aWT_BF_2	a1aWT_BF	0.017
A4	bio2	BF	1aWT	tech3	1	1aWT_BF_2	a1aWT_BF	0.0225
A4	bio2	BF	1aWT	tech3	2	1aWT_BF_2	a1aWT_BF	0.0215
A4	bio2	BF	1aWT	tech3	3	1aWT_BF_2	a1aWT_BF	0.0159
A4	bio2	BF	1aWT	tech3	4	1aWT_BF_2	a1aWT_BF	0.0293
A4	bio2	BF	1aWT	tech4	1	1aWT_BF_2	a1aWT_BF	0.0296
A4	bio2	BF	1aWT	tech4	2	1aWT_BF_2	a1aWT_BF	0.0231
A4	bio2	BF	1aWT	tech4	3	1aWT_BF_2	a1aWT_BF	0.0114
A4	bio2	BF	1aWT	tech4	4	1aWT_BF_2	a1aWT_BF	0.021
A4	bio2	BF	1aWT	tech5	1	1aWT_BF_2	a1aWT_BF	0.0388
A4	bio2	BF	1aWT	tech5	2	1aWT_BF_2	a1aWT_BF	0.0122
A4	bio2	BF	1aWT	tech5	3	1aWT_BF_2	a1aWT_BF	0.0621
A4	bio2	BF	1aWT	tech5	4	1aWT_BF_2	a1aWT_BF	0.0602
A4	bio2	BF	1aWT	tech6	1	1aWT_BF_2	a1aWT_BF	0.0161
A4	bio2	BF	1aWT	tech6	2	1aWT_BF_2	a1aWT_BF	0.0198
A4	bio2	BF	1aWT	tech6	3	1aWT_BF_2	a1aWT_BF	0.019
A4	bio2	BF	1aWT	tech6	4	1aWT_BF_2	a1aWT_BF	0.023
A4	bio2	BF	lyk5	tech1	1	lyk5_BF_2	elyk5_BF	0.0309
A4	bio2	BF	lyk5	tech1	2	lyk5_BF_2	elyk5_BF	0.0212
A4	bio2	BF	lyk5	tech1	3	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech1	4	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech2	1	lyk5_BF_2	elyk5_BF	0.0875
A4	bio2	BF	lyk5	tech2	2	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech2	3	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech2	4	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech3	1	lyk5_BF_2	elyk5_BF	0.1833
A4	bio2	BF	lyk5	tech3	2	lyk5_BF_2	elyk5_BF	0.0477
A4	bio2	BF	lyk5	tech3	3	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech3	4	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech4	1	lyk5_BF_2	elyk5_BF	0.1324
A4	bio2	BF	lyk5	tech4	2	lyk5_BF_2	elyk5_BF	0.0234
A4	bio2	BF	lyk5	tech4	3	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech4	4	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech5	1	lyk5_BF_2	elyk5_BF	0.0224
A4	bio2	BF	lyk5	tech5	2	lyk5_BF_2	elyk5_BF	0.0152
A4	bio2	BF	lyk5	tech5	3	lyk5_BF_2	elyk5_BF	0.0159
A4	bio2	BF	lyk5	tech5	4	lyk5_BF_2	elyk5_BF	0.0113
A4	bio2	BF	lyk5	tech6	1	lyk5_BF_2	elyk5_BF	0.0152
A4	bio2	BF	lyk5	tech6	2	lyk5_BF_2	elyk5_BF	0.0142
A4	bio2	BF	lyk5	tech6	3	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	lyk5	tech6	4	lyk5_BF_2	elyk5_BF	
A4	bio2	BF	cyp79	tech1	1	cyp79_BF_2	fcyp79b2b3_BF	0.0522
A4	bio2	BF	cyp79	tech1	2	cyp79_BF_2	fcyp79b2b3_BF	0.0238
A4	bio2	BF	cyp79	tech1	3	cyp79_BF_2	fcyp79b2b3_BF	0.0257
A4	bio2	BF	cyp79	tech1	4	cyp79_BF_2	fcyp79b2b3_BF	0.0038
A4	bio2	BF	cyp79	tech2	1	cyp79_BF_2	fcyp79b2b3_BF	0.0327
A4	bio2	BF	cyp79	tech2	2	cyp79_BF_2	fcyp79b2b3_BF	0.0326
A4	bio2	BF	cyp79	tech2	3	cyp79_BF_2	fcyp79b2b3_BF	0.0059
A4	bio2	BF	cyp79	tech2	4	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio2	BF	cyp79	tech3	1	cyp79_BF_2	fcyp79b2b3_BF	0.0073
A4	bio2	BF	cyp79	tech3	2	cyp79_BF_2	fcyp79b2b3_BF	0.0034
A4	bio2	BF	cyp79	tech3	3	cyp79_BF_2	fcyp79b2b3_BF	0.003
A4	bio2	BF	cyp79	tech3	4	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio2	BF	cyp79	tech4	1	cyp79_BF_2	fcyp79b2b3_BF	0.0107
A4	bio2	BF	cyp79	tech4	2	cyp79_BF_2	fcyp79b2b3_BF	0.0085
A4	bio2	BF	cyp79	tech4	3	cyp79_BF_2	fcyp79b2b3_BF	0.0048
A4	bio2	BF	cyp79	tech4	4	cyp79_BF_2	fcyp79b2b3_BF	0.0093
A4	bio2	BF	cyp79	tech5	1	cyp79_BF_2	fcyp79b2b3_BF	0.0159
A4	bio2	BF	cyp79	tech5	2	cyp79_BF_2	fcyp79b2b3_BF	0.0107
A4	bio2	BF	cyp79	tech5	3	cyp79_BF_2	fcyp79b2b3_BF	0.0278
A4	bio2	BF	cyp79	tech5	4	cyp79_BF_2	fcyp79b2b3_BF	0.0219
A4	bio2	BF	cyp79	tech6	1	cyp79_BF_2	fcyp79b2b3_BF	0.0046
A4	bio2	BF	cyp79	tech6	2	cyp79_BF_2	fcyp79b2b3_BF	0.0016
A4	bio2	BF	cyp79	tech6	3	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio2	BF	cyp79	tech6	4	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio2	BF	wrky33	tech1	1	wrky33_BF_2	iwrky33_BF	0.045
A4	bio2	BF	wrky33	tech1	2	wrky33_BF_2	iwrky33_BF	0.0163
A4	bio2	BF	wrky33	tech1	3	wrky33_BF_2	iwrky33_BF	0.0386
A4	bio2	BF	wrky33	tech1	4	wrky33_BF_2	iwrky33_BF	0.0201
A4	bio2	BF	wrky33	tech2	1	wrky33_BF_2	iwrky33_BF	0.0769
A4	bio2	BF	wrky33	tech2	2	wrky33_BF_2	iwrky33_BF	0.0334
A4	bio2	BF	wrky33	tech2	3	wrky33_BF_2	iwrky33_BF	0.0534
A4	bio2	BF	wrky33	tech2	4	wrky33_BF_2	iwrky33_BF	
A4	bio2	BF	wrky33	tech3	1	wrky33_BF_2	iwrky33_BF	0.0186
A4	bio2	BF	wrky33	tech3	2	wrky33_BF_2	iwrky33_BF	0.0452
A4	bio2	BF	wrky33	tech3	3	wrky33_BF_2	iwrky33_BF	0.0227
A4	bio2	BF	wrky33	tech3	4	wrky33_BF_2	iwrky33_BF	0.0492
A4	bio2	BF	wrky33	tech4	1	wrky33_BF_2	iwrky33_BF	0.0236
A4	bio2	BF	wrky33	tech4	2	wrky33_BF_2	iwrky33_BF	0.0644
A4	bio2	BF	wrky33	tech4	3	wrky33_BF_2	iwrky33_BF	0.0332
A4	bio2	BF	wrky33	tech4	4	wrky33_BF_2	iwrky33_BF	0.0274
A4	bio2	BF	wrky33	tech5	1	wrky33_BF_2	iwrky33_BF	0.0111
A4	bio2	BF	wrky33	tech5	2	wrky33_BF_2	iwrky33_BF	0.0094
A4	bio2	BF	wrky33	tech5	3	wrky33_BF_2	iwrky33_BF	0.0401
A4	bio2	BF	wrky33	tech5	4	wrky33_BF_2	iwrky33_BF	0.0224
A4	bio2	BF	wrky33	tech6	1	wrky33_BF_2	iwrky33_BF	0.0726
A4	bio2	BF	wrky33	tech6	2	wrky33_BF_2	iwrky33_BF	0.0091
A4	bio2	BF	wrky33	tech6	3	wrky33_BF_2	iwrky33_BF	0.0215
A4	bio2	BF	wrky33	tech6	4	wrky33_BF_2	iwrky33_BF	0.0135
A4	bio2	BF	apex1	tech1	1	apex1_BF_2	mapex1_BF	0.061
A4	bio2	BF	apex1	tech1	2	apex1_BF_2	mapex1_BF	0.0394
A4	bio2	BF	apex1	tech1	3	apex1_BF_2	mapex1_BF	0.0266
A4	bio2	BF	apex1	tech1	4	apex1_BF_2	mapex1_BF	0.048
A4	bio2	BF	apex1	tech2	1	apex1_BF_2	mapex1_BF	0.026
A4	bio2	BF	apex1	tech2	2	apex1_BF_2	mapex1_BF	0.0212
A4	bio2	BF	apex1	tech2	3	apex1_BF_2	mapex1_BF	0.0192
A4	bio2	BF	apex1	tech2	4	apex1_BF_2	mapex1_BF	0.0185
A4	bio2	BF	apex1	tech3	1	apex1_BF_2	mapex1_BF	0.0255
A4	bio2	BF	apex1	tech3	2	apex1_BF_2	mapex1_BF	0.0568
A4	bio2	BF	apex1	tech3	3	apex1_BF_2	mapex1_BF	
A4	bio2	BF	apex1	tech3	4	apex1_BF_2	mapex1_BF	
A4	bio2	BF	apex1	tech4	1	apex1_BF_2	mapex1_BF	0.0334
A4	bio2	BF	apex1	tech4	2	apex1_BF_2	mapex1_BF	0.095
A4	bio2	BF	apex1	tech4	3	apex1_BF_2	mapex1_BF	
A4	bio2	BF	apex1	tech4	4	apex1_BF_2	mapex1_BF	
A4	bio2	BF	apex1	tech5	1	apex1_BF_2	mapex1_BF	0.0339
A4	bio2	BF	apex1	tech5	2	apex1_BF_2	mapex1_BF	0.0293
A4	bio2	BF	apex1	tech5	3	apex1_BF_2	mapex1_BF	0.0656
A4	bio2	BF	apex1	tech5	4	apex1_BF_2	mapex1_BF	0.0327
A4	bio2	BF	apex1	tech6	1	apex1_BF_2	mapex1_BF	0.0393
A4	bio2	BF	apex1	tech6	2	apex1_BF_2	mapex1_BF	0.0204
A4	bio2	BF	apex1	tech6	3	apex1_BF_2	mapex1_BF	0.0244
A4	bio2	BF	apex1	tech6	4	apex1_BF_2	mapex1_BF	0.0184
A4	bio2	BF	apex2	tech1	1	apex2_BF_2	napex2_BF	0.05
A4	bio2	BF	apex2	tech1	2	apex2_BF_2	napex2_BF	0.047
A4	bio2	BF	apex2	tech1	3	apex2_BF_2	napex2_BF	0.0134
A4	bio2	BF	apex2	tech1	4	apex2_BF_2	napex2_BF	0.0338
A4	bio2	BF	apex2	tech2	1	apex2_BF_2	napex2_BF	0.0334
A4	bio2	BF	apex2	tech2	2	apex2_BF_2	napex2_BF	0.0476
A4	bio2	BF	apex2	tech2	3	apex2_BF_2	napex2_BF	0.0187
A4	bio2	BF	apex2	tech2	4	apex2_BF_2	napex2_BF	
A4	bio2	BF	apex2	tech3	1	apex2_BF_2	napex2_BF	0.0169
A4	bio2	BF	apex2	tech3	2	apex2_BF_2	napex2_BF	0.0302
A4	bio2	BF	apex2	tech3	3	apex2_BF_2	napex2_BF	0.025
A4	bio2	BF	apex2	tech3	4	apex2_BF_2	napex2_BF	0.0195
A4	bio2	BF	apex2	tech4	1	apex2_BF_2	napex2_BF	0.0124
A4	bio2	BF	apex2	tech4	2	apex2_BF_2	napex2_BF	0.0172
A4	bio2	BF	apex2	tech4	3	apex2_BF_2	napex2_BF	0.0232
A4	bio2	BF	apex2	tech4	4	apex2_BF_2	napex2_BF	0.0248
A4	bio2	BF	apex2	tech5	1	apex2_BF_2	napex2_BF	0.0077
A4	bio2	BF	apex2	tech5	2	apex2_BF_2	napex2_BF	0.025
A4	bio2	BF	apex2	tech5	3	apex2_BF_2	napex2_BF	0.0145
A4	bio2	BF	apex2	tech5	4	apex2_BF_2	napex2_BF	0.0076
A4	bio2	BF	apex2	tech6	1	apex2_BF_2	napex2_BF	0.0237
A4	bio2	BF	apex2	tech6	2	apex2_BF_2	napex2_BF	0.0356
A4	bio2	BF	apex2	tech6	3	apex2_BF_2	napex2_BF	0.0244
A4	bio2	BF	apex2	tech6	4	apex2_BF_2	napex2_BF	0.0376
A4	bio2	BF	apex3	tech1	1	apex3_BF_2	oapex3_BF	0.0388
A4	bio2	BF	apex3	tech1	2	apex3_BF_2	oapex3_BF	0.0702
A4	bio2	BF	apex3	tech1	3	apex3_BF_2	oapex3_BF	0.0578
A4	bio2	BF	apex3	tech1	4	apex3_BF_2	oapex3_BF	0.0299
A4	bio2	BF	apex3	tech2	1	apex3_BF_2	oapex3_BF	0.089
A4	bio2	BF	apex3	tech2	2	apex3_BF_2	oapex3_BF	0.0664
A4	bio2	BF	apex3	tech2	3	apex3_BF_2	oapex3_BF	0.0295
A4	bio2	BF	apex3	tech2	4	apex3_BF_2	oapex3_BF	0.0171
A4	bio2	BF	apex3	tech3	1	apex3_BF_2	oapex3_BF	0.0278
A4	bio2	BF	apex3	tech3	2	apex3_BF_2	oapex3_BF	0.0099
A4	bio2	BF	apex3	tech3	3	apex3_BF_2	oapex3_BF	0.0083
A4	bio2	BF	apex3	tech3	4	apex3_BF_2	oapex3_BF	
A4	bio2	BF	apex3	tech4	1	apex3_BF_2	oapex3_BF	0.0471
A4	bio2	BF	apex3	tech4	2	apex3_BF_2	oapex3_BF	0.0285
A4	bio2	BF	apex3	tech4	3	apex3_BF_2	oapex3_BF	0.0275
A4	bio2	BF	apex3	tech4	4	apex3_BF_2	oapex3_BF	0.056
A4	bio2	BF	apex3	tech5	1	apex3_BF_2	oapex3_BF	0.0111
