barcode_name	library	experiment	biological	time_point	genotype	compartment	technical	library_type	genotype_compartment	genotype_time_point	compartment_time_point	genotype_compartment_time_point	experiment_biological	Description
GR6B2bio3tp2apex2endoiphytestech2fungi	ITS1_74	GR6	B2	bio3	tp2	apex2	endoiphytes	tech2	fungi	apex2_endoiphytes	apex2_tp2	endoiphytes_tp2	apex2_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech2fungi
GR6B2bio3tp2apex2endoiphytestech3fungi	ITS1_75	GR6	B2	bio3	tp2	apex2	endoiphytes	tech3	fungi	apex2_endoiphytes	apex2_tp2	endoiphytes_tp2	apex2_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech3fungi
GR6B2bio3tp2apex2endoiphytestech4fungi	ITS1_76	GR6	B2	bio3	tp2	apex2	endoiphytes	tech4	fungi	apex2_endoiphytes	apex2_tp2	endoiphytes_tp2	apex2_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech4fungi
GR6B2bio3tp2apex3endoiphytestech1fungi	ITS1_77	GR6	B2	bio3	tp2	apex3	endoiphytes	tech1	fungi	apex3_endoiphytes	apex3_tp2	endoiphytes_tp2	apex3_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech1fungi
GR6B2bio3tp2apex3endoiphytestech2fungi	ITS1_78	GR6	B2	bio3	tp2	apex3	endoiphytes	tech2	fungi	apex3_endoiphytes	apex3_tp2	endoiphytes_tp2	apex3_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech2fungi
GR6B2bio3tp2apex3endoiphytestech3fungi	ITS1_79	GR6	B2	bio3	tp2	apex3	endoiphytes	tech3	fungi	apex3_endoiphytes	apex3_tp2	endoiphytes_tp2	apex3_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech3fungi
GR6B2bio3tp2apex3endoiphytestech4fungi	ITS1_80	GR6	B2	bio3	tp2	apex3	endoiphytes	tech4	fungi	apex3_endoiphytes	apex3_tp2	endoiphytes_tp2	apex3_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech4fungi
GR6B2bio3tp2bri301endoiphytestech1fungi	ITS1_81	GR6	B2	bio3	tp2	bri301	endoiphytes	tech1	fungi	bri301_endoiphytes	bri301_tp2	endoiphytes_tp2	bri301_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech1fungi
GR6B2bio3tp2bri301endoiphytestech2fungi	ITS1_82	GR6	B2	bio3	tp2	bri301	endoiphytes	tech2	fungi	bri301_endoiphytes	bri301_tp2	endoiphytes_tp2	bri301_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech2fungi
GR6B2bio3tp2bri301endoiphytestech3fungi	ITS1_83	GR6	B2	bio3	tp2	bri301	endoiphytes	tech3	fungi	bri301_endoiphytes	bri301_tp2	endoiphytes_tp2	bri301_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech3fungi
GR6B2bio3tp2bri301endoiphytestech4fungi	ITS1_84	GR6	B2	bio3	tp2	bri301	endoiphytes	tech4	fungi	bri301_endoiphytes	bri301_tp2	endoiphytes_tp2	bri301_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech4fungi
GR6B2bio3tp235SBRIendoiphytestech1fungi	ITS1_85	GR6	B2	bio3	tp2	35SBRI	endoiphytes	tech1	fungi	35SBRI_endoiphytes	35SBRI_tp2	endoiphytes_tp2	35SBRI_endoiphytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech1fungi
GR6B2bio3tp235SBRIendoiphytestech2fungi	ITS1_86	GR6	B2	bio3	tp2	35SBRI	endoiphytes	tech2	fungi	35SBRI_endoiphytes	35SBRI_tp2	endoiphytes_tp2	35SBRI_endoiphytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech2fungi
GR6B2bio3tp235SBRIendoiphytestech3fungi	ITS1_87	GR6	B2	bio3	tp2	35SBRI	endoiphytes	tech3	fungi	35SBRI_endoiphytes	35SBRI_tp2	endoiphytes_tp2	35SBRI_endoiphytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech3fungi
GR6B2bio3tp235SBRIendoiphytestech4fungi	ITS1_88	GR6	B2	bio3	tp2	35SBRI	endoiphytes	tech4	fungi	35SBRI_endoiphytes	35SBRI_tp2	endoiphytes_tp2	35SBRI_endoiphytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech4fungi
